idAbt,idBuy,label,proba,abt_name,buy_name
23350,50012447,1,0.1167,Sony PlayStation 2 8MB Memory Card (2 Pack) - Red/Blue Finish - 711719706700,SONY 7-11719-70670-0 PS2 8 MB Memory Card 2-pk - 97067
18040,203151779,1,0.1198,Delonghi Oil Filters - FK8,DeLonghi 6-pc. Replacement Filters for Deep Fryer
35019,208117926,1,0.121,LG Over-The-Range White Microwave Oven - LMV1680WH,LG 1.6 cu.ft. Over the Range
33044,203514305,1,0.1233,Canon Green Photo Ink Cartridge - CLI8G,Canon CLI-8 Green Ink Tank For PIXMA Pro 9000 Printer - 0627B002
23864,204636071,1,0.1267,Hoover Bagged Tempo Widepath Upright Vacuum - U5140,Hoover Company #U5140900 Wide Path Bag Up Vac
27186,204292477,1,0.1333,Weber Stainless Steel Summit S-650 Liquid Propane Grill - 1780001,"Weber Summit Series S-450 74 1/10' Freestanding Gas Grill with 838 sq. in. Cooking Surface, 6 Stainless Steel Burners, Rotisserie Burner, Stainless Steel Smoker Box & Stainless Steel Work Surface: LP Gas"
35024,208156876,1,0.1333,LG Over-The-Range Stainless Steel Microwave Oven  - LMV1680SS,1.6 cu.ft. Over the Range Microwave
26695,202479417,1,0.1362,Lowepro SlingShot 200 AW Digital Camera Back Pack - SLINGSHOT200AW,"Lowepro SlingShot 200 AW Camera Backpack - Backpack - MicroFiber, Ripstop Nylon - Black, Gray (Black)"
25858,202870184,1,0.1467,Garmin Nuvi 660 010-10747-03 Black 12 Volt Adapter Cable - 0101074703,Garmin Cigarette Lighter Adapter for GPS Navigation - 010-10747-03
17094,203151930,1,0.15,Delonghi Twenty Four Seven Coffee Maker - DC50W,DeLonghi 4-Cup Drip Coffee Makers
10102,90106210,1,0.1526,Omnimount Wall Speaker Mount - 20WLWH,OmniMount Stainless Steel Speaker Mount - 20.0 WALL-W
18970,202045862,1,0.1533,Panasonic Genius Countertop Microwave In Black - NNH965BK,Panasonic NN-H965BF Microwave Oven - Counter Top - 2.2ft - 1250W - Black
32625,201935171,1,0.1533,Logitech diNovo Media Desktop Laser Keyboard And Mouse Combo - 967562,Logitech Cordless Desktop MX 5000 Laser - 967562-0403
39038,204348269,1,0.1565,Case Logic Black In-Car DVD Player Case - PDVK10,"Case Logic 10' In-Car DVD Player Case - 11' x 9.25' x 4' - Nylon, Koskin - Black (Black)"
25905,202479418,1,0.1567,Lowepro Digital Camera Case In Black - EDIT100BK,"Lowepro Edit 100 Case for Camcorder - Nylon, MicroFiber - Black (Black)"
36308,209000385,1,0.1567,iHome iPod & iPhone Bluetooth Alarm Clock Radio System - IP47,iHome IP47BR Bluetooth Clock Radio & Speakerphone for iPhone & iPod - iP47BR
30343,205121310,1,0.16,Sony PSP 2000 Playstation Portable Gaming System Core 98510 In Piano Black - 711719851004,Sony PSP Core System (Piano Black) (Slim Model with AV Video Out Port) - 98510
33327,208464828,1,0.1627,Weber Spirit SP-320 Stainless Steel Liquid Propane Gas Outdoor Grill - 3730001,Weber Summit SP-320 Stainless LP Gas Grill
34959,207383660,1,0.1667,Plantronics .Audio 920 Bluetooth Headset - AUDIO920,Plantronics .Audio 920 Wireless Earset - 78592-01
33455,208033955,1,0.1667,Yamaha 5.1 Channel Home Theater In A Box System In Black  - YHT390BK,Yamaha YHT-390BL Home Theater System - YHT-390bl
34002,208105467,1,0.17,Sony Black 1080p Upscaling 5-Disc DVD Changer - DVPNC800HB,Sony DVP-NC800H/B DVD Player
35905,204238996,1,0.1724,BlueAnt Supertooth Light Bluetooth Handsfree In Black - SUPERTOOTH,BlueAnt Supertooth Light Compact Bluetooth Speakerphone -- Black - 093744
33522,207986293,1,0.1763,Canon Black EOS Rebel XSi Digital SLR Camera - XSIREB1855,Canon EOS Rebel XSi Digital SLR Camera - Silver - 2757B001
30602,208111280,1,0.1767,Panasonic Integrated Black Telephone System With All-Digital Answering System - KXTS620B,CORDED TELEPHONE - KEYPAD - SINGLE-LINE OPERATION - 2-WAY - LCD DISPLAY - BLACK - KX-TS620B
17220,90141074,1,0.18,Panasonic 5-Pack DVD-RAM Discs - LMAF120LU5,Panasonic 3x DVD-RAM Media
26310,203459314,1,0.18,Bose In-Ear Black Headphones - BOSEIE,Bose In-Ear Earphone - INEARHEADPHONES
30734,207907430,1,0.1833,Tech Craft Veneto Series Black TV Stand - ABS60BK,Techcraft ABS60 TV Stand
35987,207464939,1,0.1833,Samsung Black 8.1 Megapixel Digital Camera - ECNV30ZBBA,Samsung NV30 Digital Camera - Silver - EC-NV30ZSBA/US
34379,208112355,1,0.19,Sony Black Bravia Home Theater System - DAVHDX279W,Sony BRAVIA DAV-HDX279WC Home Theater System
34286,207945552,1,0.192,Omnimount Moda Collection Series Dark Espresso TV Stand - ECHO50,OmniMount Moda Collection Echo 50 TV Stand - ECHO 50
33536,206898357,1,0.1933,Elgato TV Receiver And Video Converter For Analog & Digital TV - 10020780,Elgato EyeTV 250 Plus TV Tuner - 10020780
34883,208893644,1,0.1967,TomTom ONE XL 330S Car GPS Navigation System - 1EG005201,TomTom XL 330 S Portable GPS Sysytem - Text to Speech - 4.3' Touchscreen - 1EG0.052.01
30951,205599984,1,0.2029,Canon EOS 40D Digital SLR Camera In Black - EOS40DBODY,Canon EOS 40D Digital SLR Camera - 1901B004
20453,201692677,1,0.2033,Canon Cyan Ink Tank - Cyan - CLI8C,Canon CLI-8C Ink Cartridge - 0621B002
37646,209122918,1,0.2033,Canon Printer Black Ink Cartridge - CLI221BLK,Canon CLI-221 Black Ink Cartridge - 2946B001
25318,202049393,1,0.2033,Terk XM Outdoor Home Antenna - Grey Finish - XM6,Audiovox XM6 Outdoor Home Antenna - XM-6
34258,206888011,1,0.2047,Weber Cast Iron Griddle - 7542,"Weber Cast Iron Griddle for Genesis B,C, 1000 - 5500 & Spirit E & S 300 Series"
29825,205664966,1,0.2058,LG DLE3733W White XL Capacity Electric Dryer - DLE3733WH,LG XL Capacity Electric Dryer
38480,204647332,1,0.2089,iRobot Robotic Floor Washer - 74249,iRobot Roomba Scooba Robot Floor Washer
35231,208114686,1,0.2091,LG LMX25981ST 24.7 Cu. Ft. Capacity Stainless Steel French Door Refrigerator - LMX25981SS,LG 25 Cu.Ft. Total Capacity 4 Door Refrigerator
34130,207652053,1,0.2133,Samsung 5 Disc Black Home Theater System - HTZ410T,SAMSUNG DVD HM THEATER SYS 5 DISC NIC - HT-Z410/XAA
37139,208893658,1,0.2143,Olympus Stylus 1050 SW Black Digital Camera - STYLUS1050SWB,"Olympus Stylus 1050 SW 10 Megapixel Digital Camera w/ 3x optical zoom, 2.7' LCD, Waterproof, Shockproof & Freezeproof, Tap Control, & Face Detection - Black - 226455"
34878,207895085,1,0.2167,TomTom ONE 130S Car GPS Navigation System - 1EE005202,TomTom ONE 130 S Portable GPS System w/ Preloaded Maps - 1EE0.052.02
38346,208167531,1,0.22,Logitech QuickCam Vision Pro For Mac - 960000254,Logitech QuickCam Vision Pro Webcam - 960-000254
36207,10363070,1,0.2223,Logitech Driving Force Pro Steering Wheel With Pedals Set For Sony Playstation 2 - 9632930403,Logitech Driving Force Pro for PlayStation 2 - 963293-0403
34253,206887992,1,0.2233,Weber Gas Barbecue Rotisserie - 7519,Weber Genesis E/S series Rotisserie
37421,209896693,1,0.2239,AT&T Aliph Jawbone II Silver Bluetooth Headset - JAWBONE2S,Aliph Jawbone 2 Silver Bluetooth Headset - Retail - 84442VRP
39088,205074757,1,0.2318,Logitech Cordless Desktop Wave Keyboard And Mouse Combo - 920000264,Logitech Cordless Desktop Wave - 920-000264
27091,203136113,1,0.2324,LG TROMM WM2688HNM 4.2 Cu. Ft. Navy Blue Front Load Allergiene SteamWasher - WM2688HNBL,LG Navy Blue SteamWasher 27'
23296,201647442,1,0.2324,Kingdom Hearts II Video Game For The Sony PS2 - 662248904115,Kingdom Hearts II
32876,204053338,1,0.2367,Garmin 010-10823-01 Carrying Case - 0101082301,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01
16000,208226457,1,0.2392,Maytag Bisque Over-The-Range Microwave Oven - MMV4205BT,Maytag MMV4205BAQ Over-the-Range Microwave
32017,202916547,1,0.2398,Microsoft Office Standard 2007 - 02107746,Microsoft Office 2007 Standard - 021-07746
34476,206888012,1,0.24,Weber Premium Black Grill Cover - 7550,Weber Premium Cover for Genesis Sivler A Grills & Spirit E-200 Series
19204,203389382,1,0.2433,OmniMount G-303 Gray Stellar Series Audio Tower - G303GR,OmniMount 3-Shelf Large-Component Tower - STELLARG303G
38834,209310268,1,0.2433,Nokia T-Mobile Unlocked Cellular Phone - N96,"Nokia N96 Unlocked Phone - 16GB, 5MP Camera with Carl Zeiss Optics and Dual-LED Flash and Auto-Focus, Built-In GPS, WiFi, - 002G6Q3"
38108,208893661,1,0.2467,Olympus Black 10 Megapixels Digital Camera - SP565UZ,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480"
9355,203151776,1,0.2499,Cuisinart Convection-Oven-Toaster-Broiler With Exact Heat Sensor - TOB165WH,White .5 cu. ft 1500 Watt Convection/Broiler/Toaster Oven
34393,206362748,1,0.2514,Polk Audio CSI A4 Cherry Center Channel Loudspeaker - CSIA4CH,Polkaudio CSi A4 Cherry High Performance Center Channel Loudspeaker - AM4412-A
39039,210490135,1,0.2533,Garmin Nuvi 885T GPS Navigation System - 0100057730,Garmin 010-00577-30 Nvi(r) 885t Travel Assistant
13996,203025174,1,0.2586,Escort Cordless Solo Radar Detector - S2E,Cordless Solo S2 Radar/Laser Detector - 010ES20A
23349,50009858,1,0.2605,Sony PlayStation 2 8MB Memory Card - Black Finish - 711719702702,PlayStation 2 Memory Card 8MB
33021,203154818,1,0.2697,Electrolux Harmony Series Canister Vacuum - EL6985B,"Harmony EL6985A Vacuum (Canister, HEPA)"
34557,207907559,1,0.27,Sony Black Earbud Style Headphones - MDREX55BK,Ex Series Earbuds Black - MDR EX55/BLK
29272,203900792,1,0.27,Tech Craft Dark Cherry Veneto Series TV Stand - SWP60,Techcraft SWP60 Classic Wood Tone Credenza TV Stand
20454,201692648,1,0.27,Canon Magenta Ink Tank - Magenta - CLI8M,Canon CLI-8M Ink Cartridge - 0622B002
35014,208117937,1,0.2723,LG 30' Stainless Steel Freestanding Gas Range - LRG30357SS,LG 5.0 cu.ft. Freestanding Gas Range
34361,207642497,1,0.2733,Samsung Black DVD/VHS Combo Recorder - DVDVR375,"Samsung DVD-VR375 DVD/VCR Combo - DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, VHS, CD-RW - DVD Video, CD-DA, MP3, MPEG-4, WMA, JPEG, DivX Playback - Progressive Scan"
30453,207390309,1,0.2733,Bose Lifestyle 48 Series IV 43479 Home Entertainment System - LS48IVWH,Bose Lifestyle 48 Home Theater System - 43479
38399,210479062,1,0.2733,Canon 2GB SD Secure Digital Card - 3505B001,Simpletech 2GB SD Card - 3505B001AA
38008,210227271,1,0.2767,Sharp AQUOS 52' D85U Series Black LCD Flat Panel HDTV - LC52D85U,Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time
20461,201692679,1,0.2767,Canon Yellow Ink Cartridge - Yellow - CLI8Y,Canon CLI-8Y Ink Cartridge - 0623B002
36705,208930722,1,0.28,Nikon Black 13.5 Megapixel COOLPIX Digital Camera - COOLPIXP6000BK,"Nikon COOLPIX P6000 13 Megapixels Digital Camera w/ 4x Wide Angle Optical Zoom, 2.7' Hi-Res LCD, Optical VR Image Stabilization, Face Priority AF & TV Movies with Sound - Black - 26135"
27103,202985803,1,0.28,LG WDP3N 14' Tall Navy Blue Pedestal With Drawer - WDP3BL,LG Electronics WDP3 Laundry Pedestal with Drawer - Blue
34559,207907557,1,0.28,Sony Pink Earbud Style Headphones - MDREX55P,Ex Series Earbuds Pnk - MDR EX55/PNK
37052,208941076,1,0.2867,Garmin Nuvi 265T GPS Navigation System - 0100057610,"Garmin 265T - 3.5' GPS w/Bluetooth, Text To Speech, Where Am I?, Connect Photos - 010-00576-10"
34880,207929461,1,0.2867,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200,TomTom XL 330 Portable GPS System w/ Preloaded Maps - 1EG0.052.00
34256,206888001,1,0.2922,Weber Cast Iron Griddle - 7531,Weber Cast Iron Griddle for Genesis Silver As and Spirit 500s & Spirit 200 Series
24648,203491687,1,0.2926,Waring Professional Cool-Touch Deep Fryer - Black/Stainless Steel Finish - DF100,Waring Pro Deep Fryer 3qt -Black
14070,203162678,1,0.2933,Cuisinart Automatic Brew And Serve Coffeemaker - DTC975BK,Cuisinart Brew & Serve Stainless Therm Black 10-Cup Coffee Maker
36151,207907558,1,0.2933,Sony EX Ear Bud Headphones In White - MDREX32LPWHI,Ex Series Earbuds Wht - MDR EX32LP/WHI
32906,203324965,1,0.2933,Sirius Dock And Play Universal Vehicle Kit - SUPV1,Directed Electronics SUPV1 Car Kit
35738,208688474,1,0.2933,Samsung 7.1-Channel Blu-ray Home Theater System - HTBD2TXAA,"Samsung HT-BD2T Blu-ray 7.1 Home Theater System - Blu-ray, DVD & CD Playback, FM Receiver w/30 Station Presets, 1100W Total Output, 4 Tower Speakers & Subwoofer - HT-BD2T/XAA"
38587,208937347,1,0.2967,Canon Printer Color Ink Cartridge - CL211,Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001
33769,208504099,1,0.3,Sony White 8' Portable DVD Player - DVPFX820W,Sony DVPFX820 Portable DVD Player - DVPFX820/W
26444,203407045,1,0.3015,Nyko PlayStation 3 Dual Charger AC - 743840830153,Nyko PS3 Dual AC Charger - 83015
38574,210190784,1,0.3033,Sony BD/DVD Home Theater System - BDVIS1000,Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency
38388,210399777,1,0.3085,Canon Digital EOS Rebel XS Starter Kit - 9320A010,Canon Rebel XSi/XS Starter Kit - 9320A009
30680,207390502,1,0.3167,Sony Home Entertainment Server In Black - HESV1000,Sony HESV1000 Blu-ray Player/Recorder
29228,204793090,1,0.32,Sony Black Active Speaker System - SRSA212BK,Computer Speakers - SRSA212/BLK
37648,209122921,1,0.32,Canon Printer Gray Ink Cartridge - CLI221GRY,Canon CLI-221 Gray Ink Cartridge - 2950B001
37495,206746475,1,0.3219,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,Nintendo DS Lite (Cobalt Blue and Black) - USGSBMKB
22798,202143942,1,0.323,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VCD/DVD Wall Mount - VMAVB
26891,202870174,1,0.3262,Garmin 010-10723-03 Nuvi Suction Cup Mount - 0101072303,Garmin Vehicle Suction Cup mount
25532,208280406,1,0.3295,GE Futura Indoor TV Antenna - Silver Finish - TV24746,Ge 24746 Futura(tm) Indoor Hdtv Antenna
37087,208941079,1,0.3333,Garmin Nuvi 755T GPS Navigation System - 0100071530,Garmin nvi 755T Automobile Navigator - 010-00715-30
35237,207686035,1,0.3333,TomTom Black Carry Case - 9UEA01700,TOMTOM ONE 130 Carry Bag - 9UEA.017.00
38777,204587960,1,0.34,Nikon Black COOLPIX S210 Li-Ion Rechargeable Battery - ENEL10,Nikon EN-EL10 No-Mem Lithium-Ion Camera Battery - 25752
25855,205986339,1,0.343,Garmin Nuvi 360 010-10815-00 Black Replacement Vehicle Suction Cup Mount - 0101081500,Garmin Suction Cup Mount - 010-10815-00
20448,10377226,1,0.3433,Sony VAIO Neoprene Laptop Carrying Case - Black Finish - VGPAMC3,Sony Notebook and AC Adapter Cases - VGPAMC3
34392,206362747,1,0.3464,Polk Audio CSI A4 Black Center Channel Loudspeaker - CSIA4BK,Polkaudio CSi A4 Black High Performance Center Channel Loudspeaker - AM4415-A
